Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
Zhejiang,China,29.1832,120.0934,1/30/2020,428,0,4,424,Western Pacific
Faroe Islands,Denmark,61.8926,-6.9118,1/30/2020,0,0,0,0,Europe
Greenland,Greenland,71.7069,-42.6043,1/30/2020,0,0,0,0,Europe
French Guiana,France,3.9339,-53.1258,1/30/2020,0,0,0,0,Europe
French Polynesia,France,-17.6797,149.4068,1/30/2020,0,0,0,0,Europe
Guadeloupe,France,16.265,-61.551,1/30/2020,0,0,0,0,Europe
Mayotte,France,-12.8275,45.166244,1/30/2020,0,0,0,0,Europe
New Caledonia,France,-20.904305,165.618042,1/30/2020,0,0,0,0,Europe
Reunion,France,-21.1151,55.5364,1/30/2020,0,0,0,0,Europe
Saint Barthelemy,France,17.9,-62.8333,1/30/2020,0,0,0,0,Europe
St Martin,France,18.0708,-63.0501,1/30/2020,0,0,0,0,Europe
Martinique,France,14.6415,-61.0242,1/30/2020,0,0,0,0,Europe
Aruba,Netherlands,12.5211,-69.9683,1/30/2020,0,0,0,0,Europe
Curacao,Netherlands,12.1696,-68.99,1/30/2020,0,0,0,0,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,1/30/2020,0,0,0,0,Europe
Bermuda,United Kingdom,32.3078,-64.7505,1/30/2020,0,0,0,0,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,1/30/2020,0,0,0,0,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,1/30/2020,0,0,0,0,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,1/30/2020,0,0,0,0,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,1/30/2020,0,0,0,0,Europe
Montserrat,United Kingdom,16.742498,-62.187366,1/30/2020,0,0,0,0,Europe
Northwest Territories,Canada,64.8255,-124.8457,1/30/2020,0,0,0,0,Americas
Yukon,Canada,64.2823,-135,1/30/2020,0,0,0,0,Americas
Anguilla,United Kingdom,18.2206,-63.0686,1/30/2020,0,0,0,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,1/30/2020,0,0,0,0,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,1/30/2020,0,0,0,0,Europe
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,1/30/2020,0,0,0,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,1/30/2020,0,0,0,0,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,1/31/2020,0,0,0,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,1/31/2020,4,0,2,2,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,1/31/2020,0,0,0,0,Western Pacific
Queensland,Australia,-27.4698,153.0251,1/31/2020,2,0,0,2,Western Pacific
South Australia,Australia,-34.9285,138.6007,1/31/2020,0,0,0,0,Western Pacific
Tasmania,Australia,-42.8821,147.3272,1/31/2020,0,0,0,0,Western Pacific
Victoria,Australia,-37.8136,144.9631,1/31/2020,3,0,0,3,Western Pacific
Western Australia,Australia,-31.9505,115.8605,1/31/2020,0,0,0,0,Western Pacific
Alberta,Canada,53.9333,-116.5765,1/31/2020,0,0,0,0,Americas
British Columbia,Canada,53.7267,-127.6476,1/31/2020,1,0,0,1,Americas
Manitoba,Canada,53.7609,-98.8139,1/31/2020,0,0,0,0,Americas
New Brunswick,Canada,46.5653,-66.4619,1/31/2020,0,0,0,0,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,1/31/2020,0,0,0,0,Americas
Nova Scotia,Canada,44.682,-63.7443,1/31/2020,0,0,0,0,Americas
Ontario,Canada,51.2538,-85.3232,1/31/2020,3,0,0,3,Americas
Prince Edward Island,Canada,46.5107,-63.4168,1/31/2020,0,0,0,0,Americas
Quebec,Canada,52.9399,-73.5491,1/31/2020,0,0,0,0,Americas
Saskatchewan,Canada,52.9399,-106.4509,1/31/2020,0,0,0,0,Americas
Anhui,China,31.8257,117.2264,1/31/2020,237,0,3,234,Western Pacific
Beijing,China,40.1824,116.4142,1/31/2020,139,1,5,133,Western Pacific
Chongqing,China,30.0572,107.874,1/31/2020,211,0,1,210,Western Pacific
Fujian,China,26.0789,117.9874,1/31/2020,120,0,0,120,Western Pacific
Gansu,China,35.7518,104.2861,1/31/2020,29,0,0,29,Western Pacific
Guangdong,China,23.3417,113.4244,1/31/2020,436,0,11,425,Western Pacific
Guangxi,China,23.8298,108.7881,1/31/2020,87,0,2,85,Western Pacific
Guizhou,China,26.8154,106.8748,1/31/2020,29,0,2,27,Western Pacific
Hainan,China,19.1959,109.7453,1/31/2020,52,1,1,50,Western Pacific
Hebei,China,39.549,116.1306,1/31/2020,82,1,0,81,Western Pacific
Heilongjiang,China,47.862,127.7615,1/31/2020,59,2,0,57,Western Pacific
Henan,China,37.8957,114.9042,1/31/2020,352,2,0,350,Western Pacific
Hong Kong,China,22.3,114.2,1/31/2020,12,0,0,12,Western Pacific
Hubei,China,30.9756,112.2707,1/31/2020,5806,204,141,5461,Western Pacific
Hunan,China,27.6104,111.7088,1/31/2020,332,0,2,330,Western Pacific
Inner Mongolia,China,44.0935,113.9448,1/31/2020,20,0,1,19,Western Pacific
Jiangsu,China,32.9711,119.455,1/31/2020,168,0,5,163,Western Pacific
Jiangxi,China,27.614,115.7221,1/31/2020,240,0,7,233,Western Pacific
Jilin,China,43.6661,126.1923,1/31/2020,14,0,1,13,Western Pacific
Liaoning,China,41.2956,122.6085,1/31/2020,48,0,1,47,Western Pacific
Macau,China,22.1667,113.55,1/31/2020,7,0,0,7,Western Pacific
Ningxia,China,37.2692,106.1655,1/31/2020,21,0,0,21,Western Pacific
Qinghai,China,35.7452,95.9956,1/31/2020,8,0,0,8,Western Pacific
Shaanxi,China,35.1917,108.8701,1/31/2020,87,0,0,87,Western Pacific
Shandong,China,36.3427,118.1498,1/31/2020,184,0,2,182,Western Pacific
Shanghai,China,31.202,121.4491,1/31/2020,135,1,9,125,Western Pacific
Shanxi,China,37.5777,112.2922,1/31/2020,39,0,1,38,Western Pacific
Sichuan,China,30.6171,102.7103,1/31/2020,177,1,1,175,Western Pacific
Tianjin,China,39.3054,117.323,1/31/2020,32,0,0,32,Western Pacific
Tibet,China,31.6927,88.0924,1/31/2020,1,0,0,1,Western Pacific
Xinjiang,China,41.1129,85.2401,1/31/2020,17,0,0,17,Western Pacific
Yunnan,China,24.974,101.487,1/31/2020,83,0,1,82,Western Pacific
Zhejiang,China,29.1832,120.0934,1/31/2020,538,0,14,524,Western Pacific
Faroe Islands,Denmark,61.8926,-6.9118,1/31/2020,0,0,0,0,Europe
Greenland,Greenland,71.7069,-42.6043,1/31/2020,0,0,0,0,Europe
French Guiana,France,3.9339,-53.1258,1/31/2020,0,0,0,0,Europe
French Polynesia,France,-17.6797,149.4068,1/31/2020,0,0,0,0,Europe
Guadeloupe,France,16.265,-61.551,1/31/2020,0,0,0,0,Europe
Mayotte,France,-12.8275,45.166244,1/31/2020,0,0,0,0,Europe
New Caledonia,France,-20.904305,165.618042,1/31/2020,0,0,0,0,Europe
Reunion,France,-21.1151,55.5364,1/31/2020,0,0,0,0,Europe
Saint Barthelemy,France,17.9,-62.8333,1/31/2020,0,0,0,0,Europe
St Martin,France,18.0708,-63.0501,1/31/2020,0,0,0,0,Europe
Martinique,France,14.6415,-61.0242,1/31/2020,0,0,0,0,Europe
Aruba,Netherlands,12.5211,-69.9683,1/31/2020,0,0,0,0,Europe
Curacao,Netherlands,12.1696,-68.99,1/31/2020,0,0,0,0,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,1/31/2020,0,0,0,0,Europe
Bermuda,United Kingdom,32.3078,-64.7505,1/31/2020,0,0,0,0,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,1/31/2020,0,0,0,0,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,1/31/2020,0,0,0,0,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,1/31/2020,0,0,0,0,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,1/31/2020,0,0,0,0,Europe
Montserrat,United Kingdom,16.742498,-62.187366,1/31/2020,0,0,0,0,Europe
Northwest Territories,Canada,64.8255,-124.8457,1/31/2020,0,0,0,0,Americas
Yukon,Canada,64.2823,-135,1/31/2020,0,0,0,0,Americas
Anguilla,United Kingdom,18.2206,-63.0686,1/31/2020,0,0,0,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,1/31/2020,0,0,0,0,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,1/31/2020,0,0,0,0,Europe
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,1/31/2020,0,0,0,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,1/31/2020,0,0,0,0,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,2/1/2020,0,0,0,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,2/1/2020,4,0,2,2,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,2/1/2020,0,0,0,0,Western Pacific
Queensland,Australia,-27.4698,153.0251,2/1/2020,3,0,0,3,Western Pacific
South Australia,Australia,-34.9285,138.6007,2/1/2020,1,0,0,1,Western Pacific
Tasmania,Australia,-42.8821,147.3272,2/1/2020,0,0,0,0,Western Pacific
Victoria,Australia,-37.8136,144.9631,2/1/2020,4,0,0,4,Western Pacific
Western Australia,Australia,-31.9505,115.8605,2/1/2020,0,0,0,0,Western Pacific
Alberta,Canada,53.9333,-116.5765,2/1/2020,0,0,0,0,Americas
British Columbia,Canada,53.7267,-127.6476,2/1/2020,1,0,0,1,Americas
Manitoba,Canada,53.7609,-98.8139,2/1/2020,0,0,0,0,Americas
New Brunswick,Canada,46.5653,-66.4619,2/1/2020,0,0,0,0,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,2/1/2020,0,0,0,0,Americas
Nova Scotia,Canada,44.682,-63.7443,2/1/2020,0,0,0,0,Americas
Ontario,Canada,51.2538,-85.3232,2/1/2020,3,0,0,3,Americas
Prince Edward Island,Canada,46.5107,-63.4168,2/1/2020,0,0,0,0,Americas
Quebec,Canada,52.9399,-73.5491,2/1/2020,0,0,0,0,Americas
Saskatchewan,Canada,52.9399,-106.4509,2/1/2020,0,0,0,0,Americas
Anhui,China,31.8257,117.2264,2/1/2020,297,0,5,292,Western Pacific
Beijing,China,40.1824,116.4142,2/1/2020,168,1,9,158,Western Pacific
Chongqing,China,30.0572,107.874,2/1/2020,247,1,3,243,Western Pacific
Fujian,China,26.0789,117.9874,2/1/2020,144,0,0,144,Western Pacific
Gansu,China,35.7518,104.2861,2/1/2020,40,0,0,40,Western Pacific
Guangdong,China,23.3417,113.4244,2/1/2020,535,0,14,521,Western Pacific
Guangxi,China,23.8298,108.7881,2/1/2020,100,0,2,98,Western Pacific
Guizhou,China,26.8154,106.8748,2/1/2020,29,0,2,27,Western Pacific
Hainan,China,19.1959,109.7453,2/1/2020,62,1,1,60,Western Pacific
Hebei,China,39.549,116.1306,2/1/2020,96,1,0,95,Western Pacific
Heilongjiang,China,47.862,127.7615,2/1/2020,80,2,2,76,Western Pacific
Henan,China,37.8957,114.9042,2/1/2020,422,2,0,420,Western Pacific
Hong Kong,China,22.3,114.2,2/1/2020,13,0,0,13,Western Pacific
Hubei,China,30.9756,112.2707,2/1/2020,7153,249,168,6736,Western Pacific
Hunan,China,27.6104,111.7088,2/1/2020,389,0,8,381,Western Pacific
Inner Mongolia,China,44.0935,113.9448,2/1/2020,23,0,1,22,Western Pacific
Jiangsu,China,32.9711,119.455,2/1/2020,202,0,6,196,Western Pacific
Jiangxi,China,27.614,115.7221,2/1/2020,286,0,9,277,Western Pacific
Jilin,China,43.6661,126.1923,2/1/2020,17,0,1,16,Western Pacific
Liaoning,China,41.2956,122.6085,2/1/2020,64,0,1,63,Western Pacific
Macau,China,22.1667,113.55,2/1/2020,7,0,0,7,Western Pacific
Ningxia,China,37.2692,106.1655,2/1/2020,26,0,0,26,Western Pacific
Qinghai,China,35.7452,95.9956,2/1/2020,9,0,0,9,Western Pacific
Shaanxi,China,35.1917,108.8701,2/1/2020,101,0,0,101,Western Pacific
Shandong,China,36.3427,118.1498,2/1/2020,206,0,3,203,Western Pacific
Shanghai,China,31.202,121.4491,2/1/2020,169,1,10,158,Western Pacific
Shanxi,China,37.5777,112.2922,2/1/2020,47,0,1,46,Western Pacific
Sichuan,China,30.6171,102.7103,2/1/2020,207,1,3,203,Western Pacific
Tianjin,China,39.3054,117.323,2/1/2020,41,0,0,41,Western Pacific
Tibet,China,31.6927,88.0924,2/1/2020,1,0,0,1,Western Pacific
Xinjiang,China,41.1129,85.2401,2/1/2020,18,0,0,18,Western Pacific
Yunnan,China,24.974,101.487,2/1/2020,93,0,2,91,Western Pacific
Zhejiang,China,29.1832,120.0934,2/1/2020,599,0,21,578,Western Pacific
Faroe Islands,Denmark,61.8926,-6.9118,2/1/2020,0,0,0,0,Europe
Greenland,Greenland,71.7069,-42.6043,2/1/2020,0,0,0,0,Europe
French Guiana,France,3.9339,-53.1258,2/1/2020,0,0,0,0,Europe
French Polynesia,France,-17.6797,149.4068,2/1/2020,0,0,0,0,Europe
Guadeloupe,France,16.265,-61.551,2/1/2020,0,0,0,0,Europe
Mayotte,France,-12.8275,45.166244,2/1/2020,0,0,0,0,Europe
New Caledonia,France,-20.904305,165.618042,2/1/2020,0,0,0,0,Europe
Reunion,France,-21.1151,55.5364,2/1/2020,0,0,0,0,Europe
Saint Barthelemy,France,17.9,-62.8333,2/1/2020,0,0,0,0,Europe
St Martin,France,18.0708,-63.0501,2/1/2020,0,0,0,0,Europe
Martinique,France,14.6415,-61.0242,2/1/2020,0,0,0,0,Europe
Aruba,Netherlands,12.5211,-69.9683,2/1/2020,0,0,0,0,Europe
Curacao,Netherlands,12.1696,-68.99,2/1/2020,0,0,0,0,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,2/1/2020,0,0,0,0,Europe
Bermuda,United Kingdom,32.3078,-64.7505,2/1/2020,0,0,0,0,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,2/1/2020,0,0,0,0,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,2/1/2020,0,0,0,0,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,2/1/2020,0,0,0,0,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,2/1/2020,0,0,0,0,Europe
Montserrat,United Kingdom,16.742498,-62.187366,2/1/2020,0,0,0,0,Europe
Northwest Territories,Canada,64.8255,-124.8457,2/1/2020,0,0,0,0,Americas
Yukon,Canada,64.2823,-135,2/1/2020,0,0,0,0,Americas
Anguilla,United Kingdom,18.2206,-63.0686,2/1/2020,0,0,0,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,2/1/2020,0,0,0,0,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,2/1/2020,0,0,0,0,Europe
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2/1/2020,0,0,0,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,2/1/2020,0,0,0,0,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,2/2/2020,0,0,0,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,2/2/2020,4,0,2,2,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,2/2/2020,0,0,0,0,Western Pacific
Queensland,Australia,-27.4698,153.0251,2/2/2020,2,0,0,2,Western Pacific
South Australia,Australia,-34.9285,138.6007,2/2/2020,2,0,0,2,Western Pacific
Tasmania,Australia,-42.8821,147.3272,2/2/2020,0,0,0,0,Western Pacific
Victoria,Australia,-37.8136,144.9631,2/2/2020,4,0,0,4,Western Pacific
Western Australia,Australia,-31.9505,115.8605,2/2/2020,0,0,0,0,Western Pacific
Alberta,Canada,53.9333,-116.5765,2/2/2020,0,0,0,0,Americas
British Columbia,Canada,53.7267,-127.6476,2/2/2020,1,0,0,1,Americas
Manitoba,Canada,53.7609,-98.8139,2/2/2020,0,0,0,0,Americas
New Brunswick,Canada,46.5653,-66.4619,2/2/2020,0,0,0,0,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,2/2/2020,0,0,0,0,Americas
Nova Scotia,Canada,44.682,-63.7443,2/2/2020,0,0,0,0,Americas
Ontario,Canada,51.2538,-85.3232,2/2/2020,3,0,0,3,Americas
Prince Edward Island,Canada,46.5107,-63.4168,2/2/2020,0,0,0,0,Americas
Quebec,Canada,52.9399,-73.5491,2/2/2020,0,0,0,0,Americas
Saskatchewan,Canada,52.9399,-106.4509,2/2/2020,0,0,0,0,Americas
Anhui,China,31.8257,117.2264,2/2/2020,340,0,7,333,Western Pacific
Beijing,China,40.1824,116.4142,2/2/2020,191,1,9,181,Western Pacific
Chongqing,China,30.0572,107.874,2/2/2020,300,2,7,291,Western Pacific
Fujian,China,26.0789,117.9874,2/2/2020,159,0,0,159,Western Pacific
Gansu,China,35.7518,104.2861,2/2/2020,51,0,3,48,Western Pacific
Guangdong,China,23.3417,113.4244,2/2/2020,632,0,15,617,Western Pacific
Guangxi,China,23.8298,108.7881,2/2/2020,111,0,2,109,Western Pacific
Guizhou,China,26.8154,106.8748,2/2/2020,38,0,2,36,Western Pacific
Hainan,China,19.1959,109.7453,2/2/2020,64,1,4,59,Western Pacific
Hebei,China,39.549,116.1306,2/2/2020,104,1,0,103,Western Pacific
Heilongjiang,China,47.862,127.7615,2/2/2020,95,2,2,91,Western Pacific
Henan,China,37.8957,114.9042,2/2/2020,493,2,0,491,Western Pacific
Hong Kong,China,22.3,114.2,2/2/2020,15,0,0,15,Western Pacific
Hubei,China,30.9756,112.2707,2/2/2020,11177,350,295,10532,Western Pacific
Hunan,China,27.6104,111.7088,2/2/2020,463,0,16,447,Western Pacific
Inner Mongolia,China,44.0935,113.9448,2/2/2020,27,0,1,26,Western Pacific
Jiangsu,China,32.9711,119.455,2/2/2020,236,0,7,229,Western Pacific
Jiangxi,China,27.614,115.7221,2/2/2020,333,0,12,321,Western Pacific
Jilin,China,43.6661,126.1923,2/2/2020,23,0,1,22,Western Pacific
Liaoning,China,41.2956,122.6085,2/2/2020,70,0,1,69,Western Pacific
Macau,China,22.1667,113.55,2/2/2020,8,0,0,8,Western Pacific
Ningxia,China,37.2692,106.1655,2/2/2020,28,0,0,28,Western Pacific
Qinghai,China,35.7452,95.9956,2/2/2020,11,0,0,11,Western Pacific
Shaanxi,China,35.1917,108.8701,2/2/2020,116,0,0,116,Western Pacific
Shandong,China,36.3427,118.1498,2/2/2020,230,0,6,224,Western Pacific
Shanghai,China,31.202,121.4491,2/2/2020,182,1,10,171,Western Pacific
Shanxi,China,37.5777,112.2922,2/2/2020,66,0,3,63,Western Pacific
Sichuan,China,30.6171,102.7103,2/2/2020,231,1,11,219,Western Pacific
Tianjin,China,39.3054,117.323,2/2/2020,48,0,1,47,Western Pacific
Tibet,China,31.6927,88.0924,2/2/2020,1,0,0,1,Western Pacific
Xinjiang,China,41.1129,85.2401,2/2/2020,21,0,0,21,Western Pacific
Yunnan,China,24.974,101.487,2/2/2020,105,0,3,102,Western Pacific
Zhejiang,China,29.1832,120.0934,2/2/2020,661,0,32,629,Western Pacific
Faroe Islands,Denmark,61.8926,-6.9118,2/2/2020,0,0,0,0,Europe
Greenland,Greenland,71.7069,-42.6043,2/2/2020,0,0,0,0,Europe
French Guiana,France,3.9339,-53.1258,2/2/2020,0,0,0,0,Europe
French Polynesia,France,-17.6797,149.4068,2/2/2020,0,0,0,0,Europe
Guadeloupe,France,16.265,-61.551,2/2/2020,0,0,0,0,Europe
Mayotte,France,-12.8275,45.166244,2/2/2020,0,0,0,0,Europe
New Caledonia,France,-20.904305,165.618042,2/2/2020,0,0,0,0,Europe
Reunion,France,-21.1151,55.5364,2/2/2020,0,0,0,0,Europe
Saint Barthelemy,France,17.9,-62.8333,2/2/2020,0,0,0,0,Europe
St Martin,France,18.0708,-63.0501,2/2/2020,0,0,0,0,Europe
Martinique,France,14.6415,-61.0242,2/2/2020,0,0,0,0,Europe
Aruba,Netherlands,12.5211,-69.9683,2/2/2020,0,0,0,0,Europe
Curacao,Netherlands,12.1696,-68.99,2/2/2020,0,0,0,0,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,2/2/2020,0,0,0,0,Europe
Bermuda,United Kingdom,32.3078,-64.7505,2/2/2020,0,0,0,0,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,2/2/2020,0,0,0,0,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,2/2/2020,0,0,0,0,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,2/2/2020,0,0,0,0,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,2/2/2020,0,0,0,0,Europe
Montserrat,United Kingdom,16.742498,-62.187366,2/2/2020,0,0,0,0,Europe
Northwest Territories,Canada,64.8255,-124.8457,2/2/2020,0,0,0,0,Americas
Yukon,Canada,64.2823,-135,2/2/2020,0,0,0,0,Americas
Anguilla,United Kingdom,18.2206,-63.0686,2/2/2020,0,0,0,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,2/2/2020,0,0,0,0,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,2/2/2020,0,0,0,0,Europe
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2/2/2020,0,0,0,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,2/2/2020,0,0,0,0,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,2/3/2020,0,0,0,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,2/3/2020,4,0,2,2,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,2/3/2020,0,0,0,0,Western Pacific
Queensland,Australia,-27.4698,153.0251,2/3/2020,2,0,0,2,Western Pacific
South Australia,Australia,-34.9285,138.6007,2/3/2020,2,0,0,2,Western Pacific
Tasmania,Australia,-42.8821,147.3272,2/3/2020,0,0,0,0,Western Pacific
Victoria,Australia,-37.8136,144.9631,2/3/2020,4,0,0,4,Western Pacific
Western Australia,Australia,-31.9505,115.8605,2/3/2020,0,0,0,0,Western Pacific
Alberta,Canada,53.9333,-116.5765,2/3/2020,0,0,0,0,Americas
British Columbia,Canada,53.7267,-127.6476,2/3/2020,1,0,0,1,Americas
Manitoba,Canada,53.7609,-98.8139,2/3/2020,0,0,0,0,Americas
New Brunswick,Canada,46.5653,-66.4619,2/3/2020,0,0,0,0,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,2/3/2020,0,0,0,0,Americas
Nova Scotia,Canada,44.682,-63.7443,2/3/2020,0,0,0,0,Americas
Ontario,Canada,51.2538,-85.3232,2/3/2020,3,0,0,3,Americas
Prince Edward Island,Canada,46.5107,-63.4168,2/3/2020,0,0,0,0,Americas
Quebec,Canada,52.9399,-73.5491,2/3/2020,0,0,0,0,Americas
Saskatchewan,Canada,52.9399,-106.4509,2/3/2020,0,0,0,0,Americas
Anhui,China,31.8257,117.2264,2/3/2020,408,0,14,394,Western Pacific
Beijing,China,40.1824,116.4142,2/3/2020,212,1,12,199,Western Pacific
Chongqing,China,30.0572,107.874,2/3/2020,337,2,9,326,Western Pacific
Fujian,China,26.0789,117.9874,2/3/2020,179,0,1,178,Western Pacific
Gansu,China,35.7518,104.2861,2/3/2020,55,0,3,52,Western Pacific
Guangdong,China,23.3417,113.4244,2/3/2020,725,0,21,704,Western Pacific
Guangxi,China,23.8298,108.7881,2/3/2020,127,0,7,120,Western Pacific
Guizhou,China,26.8154,106.8748,2/3/2020,46,0,2,44,Western Pacific
Hainan,China,19.1959,109.7453,2/3/2020,72,1,4,67,Western Pacific
Hebei,China,39.549,116.1306,2/3/2020,113,1,0,112,Western Pacific
Heilongjiang,China,47.862,127.7615,2/3/2020,121,2,2,117,Western Pacific
Henan,China,37.8957,114.9042,2/3/2020,566,2,0,564,Western Pacific
Hong Kong,China,22.3,114.2,2/3/2020,15,0,0,15,Western Pacific
Hubei,China,30.9756,112.2707,2/3/2020,13522,414,386,12722,Western Pacific
Hunan,China,27.6104,111.7088,2/3/2020,521,0,22,499,Western Pacific
Inner Mongolia,China,44.0935,113.9448,2/3/2020,34,0,1,33,Western Pacific
Jiangsu,China,32.9711,119.455,2/3/2020,271,0,8,263,Western Pacific
Jiangxi,China,27.614,115.7221,2/3/2020,391,0,18,373,Western Pacific
Jilin,China,43.6661,126.1923,2/3/2020,31,0,1,30,Western Pacific
Liaoning,China,41.2956,122.6085,2/3/2020,74,0,1,73,Western Pacific
Macau,China,22.1667,113.55,2/3/2020,8,0,0,8,Western Pacific
Ningxia,China,37.2692,106.1655,2/3/2020,31,0,1,30,Western Pacific
Qinghai,China,35.7452,95.9956,2/3/2020,13,0,0,13,Western Pacific
Shaanxi,China,35.1917,108.8701,2/3/2020,128,0,0,128,Western Pacific
Shandong,China,36.3427,118.1498,2/3/2020,259,0,7,252,Western Pacific
Shanghai,China,31.202,121.4491,2/3/2020,203,1,10,192,Western Pacific
Shanxi,China,37.5777,112.2922,2/3/2020,74,0,2,72,Western Pacific
Sichuan,China,30.6171,102.7103,2/3/2020,254,1,14,239,Western Pacific
Tianjin,China,39.3054,117.323,2/3/2020,60,0,1,59,Western Pacific
Tibet,China,31.6927,88.0924,2/3/2020,1,0,0,1,Western Pacific
Xinjiang,China,41.1129,85.2401,2/3/2020,24,0,0,24,Western Pacific
Yunnan,China,24.974,101.487,2/3/2020,117,0,5,112,Western Pacific
Zhejiang,China,29.1832,120.0934,2/3/2020,724,0,43,681,Western Pacific
Faroe Islands,Denmark,61.8926,-6.9118,2/3/2020,0,0,0,0,Europe
Greenland,Greenland,71.7069,-42.6043,2/3/2020,0,0,0,0,Europe
French Guiana,France,3.9339,-53.1258,2/3/2020,0,0,0,0,Europe
French Polynesia,France,-17.6797,149.4068,2/3/2020,0,0,0,0,Europe
Guadeloupe,France,16.265,-61.551,2/3/2020,0,0,0,0,Europe
Mayotte,France,-12.8275,45.166244,2/3/2020,0,0,0,0,Europe
New Caledonia,France,-20.904305,165.618042,2/3/2020,0,0,0,0,Europe
Reunion,France,-21.1151,55.5364,2/3/2020,0,0,0,0,Europe
Saint Barthelemy,France,17.9,-62.8333,2/3/2020,0,0,0,0,Europe
St Martin,France,18.0708,-63.0501,2/3/2020,0,0,0,0,Europe
Martinique,France,14.6415,-61.0242,2/3/2020,0,0,0,0,Europe
Aruba,Netherlands,12.5211,-69.9683,2/3/2020,0,0,0,0,Europe
Curacao,Netherlands,12.1696,-68.99,2/3/2020,0,0,0,0,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,2/3/2020,0,0,0,0,Europe
Bermuda,United Kingdom,32.3078,-64.7505,2/3/2020,0,0,0,0,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,2/3/2020,0,0,0,0,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,2/3/2020,0,0,0,0,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,2/3/2020,0,0,0,0,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,2/3/2020,0,0,0,0,Europe
Montserrat,United Kingdom,16.742498,-62.187366,2/3/2020,0,0,0,0,Europe
Northwest Territories,Canada,64.8255,-124.8457,2/3/2020,0,0,0,0,Americas
Yukon,Canada,64.2823,-135,2/3/2020,0,0,0,0,Americas
Anguilla,United Kingdom,18.2206,-63.0686,2/3/2020,0,0,0,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,2/3/2020,0,0,0,0,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,2/3/2020,0,0,0,0,Europe
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2/3/2020,0,0,0,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,2/3/2020,0,0,0,0,Europe
